"","headline","clickbait"
"7315","32 Reasons Milan Is The Absolute Worst",1
"17414","Fifteen killed in Somalia bombing",0
"8250","A Great Question Has Been Answered, Hot Dogs Are Not Sandwiches",1
"14594","Let's Talk About Your Most Important Gaming Opinions",1
"29925","Publication date for last Harry Potter book announced",0
"593","33 Impossibly Cute Ways To Cover Your Body In Books",1
"26150","Blair launches third and final manifesto",0
"26395","At Spring Break in Mexico, Revelry Mixes With New Caution",0
"22911","Hindu Holy Men in India threaten to boycott Ganges River Festival because of pollution",0
"10996","13 Valentine's Day Cards For Gay Men",1
"27283","No Word From I.R.S. on Protest by Pastors",0
"4307","How Well Do You Know These Minor Details From ""Friends""",1
"8081","Which TV Mom Should Be Your Mom",1
"16681","Canadian military accused of Agent Orange cover up",0
"8828","Hair-Raising Photos From The World Beard Championship 2015",1
"17958","Time Warner/Comcast bid to snap up Adelphia cable service",0
"8725","Chrissy Teigen Has Hit Back At People Speculating Over Her Pregnancy",1
"4229","The Real Guide To Finding Which Hairstyle Flatters Your Face",1
"16191","H5N1 Avian Flu virus has mutated, study says",0
"18632","Egyptian treasures found in ancient tomb",0
"30069","Fiji's War of the Ribbons",0
"22457","The Evolution of Tim Wakefield, Knuckleball Pitcher",0
"12435","John Legend Covering ""Sexual Healing"" Will Make You Want To Get It On",1
"22654","Dozens killed after car bomb explodes in market in Peshawar, Pakistan",0
"22162","5.9 magnitude aftershock strikes Lolol, Chile area",0
"30877","UN workers killed by Afghans over burning of a Qur'an in Florida",0
"445","Hey, Guys, What's A ""Cheese Stick""",1
"26051","McDonald's pull sliced tomatoes from menu in US",0
"19647","Pope Benedict XVI departs from UK",0
"23634","States and Cities Angle for Stimulus Cash",0
"26987","NASCAR: Johnson beats Bowyer for victory in Aarons' 499",0
"10002","We Know What Country You Live In Based On The Things You Hate",1
"25512","Play All Night in Stanley Cup Overtimes",0
"10420","18 Breathtaking Mexican Treats That Will Make You Drool Uncontrollably",1
"13230","Do You Really Remember The Halloween Episode Of ""Boy Meets World""",1
"7296","Your Horoscope For The Week Of December 28",1
"30542","NASCAR driver Kyle Busch wins 2011 spring race in Richmond, Virginia",0
"3958","34 Cosplayers Who Slayed MCM London Comic Con 2015",1
"16535","Israeli shelling on UN school on the Gaza Strip kills six",0
"20888","Buffalo, New York warehouse fire injures 12 firefighters",0
"5282","39 Pictures For Anyone Who Is Just Sad",1
"14463","Which HGTV Show Should You Watch When You're Filled With Existential Dread",1
"6520","We Know Your Bodily Talent Based On Three Questions",1
"10096","This Is What Happened When People Were Rated On Their Success By Loved Ones",1
"15026","Miss America Apologized To Vanessa Williams After 32 Years",1
"7589","Here Are 19 Of The Best Tacos In America",1
"17059","Minutiae? In This White House, Call It News",0
"29178","US novelist John Updike dies age 76",0
"18416","Woman, 87, raped in her own home in UK",0
"9563","If Movies With ""Man"" In The Title Were Actually About ""Mandolins""",1
"1332","You Have No Fucking Clue What The Origins Of These Memes Are",1
"3892","Guys, There's A Mashup Called ""Hotline Bing"" Of Chandler Dancing To ""Hotline Bling""",1
"12313","21 Animals Who Are Just As Embarrassing As Your Mom",1
"5385","How Well Do You Actually Match Colors",1
"27671","Briton faces execution in China",0
"26264","Nationwide rallies against anti-terror laws held in Australia",0
"4165","The One Mind-Blowing Detail You Missed In ""The Little Mermaid""",1
"17820","Gunmen Kill U.N. Official in Pakistan",0
"22849","AstraZeneca Documents Released in Seroquel Suit",0
"10720","Are You A Feminist Or A Meninist",1
"24299","In Security Shuffle, White House Merges Staffs",0
"7789","A 25-Year-Old Woman Is Helping People Replace Their Exes With Celebrities In Photos",1
"11289","17 Things You Need To Know About Cutting Calories To Lose Weight",1
"26125","Wikileaks website attacked; millions of files to be released tonight",0
"3223","College Kids, What Gift Do You Really Want For Christmas",1
"9354","12 Things No Woman Should Ever Feel Bad About",1
"22651","Ryanair executives pay frozen over increased fuel prices",0
"373","This Story Of David Bowie Blasting MTV For Not Playing Black Artists Is Going Viral",1
"1043","These Are The Top Parenting Searches On Pinterest In 2016 (So Far)",1
"21367","Thirty injured as bus crashes in Belfast, Northern Ireland",0
"19965","New species of dart frog discovered in Colombia",0
"31101","Pope gets feeding tube through nose",0
"19007","NASCAR driver Labonte terminates deal with TRG Motorsports",0
"23826","Before Election, South Africans Grumble, but Favor A.N.C.",0
"27156","2007 Rugby World Cup: Fiji, Tonga and France win",0
"31031","Queen Elizabeth visits Turkey",0
"21327","Rebels launch assault in Ramadi",0
"16367","Sprinter Allan Davis wins the Tour Down Under",0
"6086","The New ""Being Canadian"" Movie Is Hilariously Honest",1
"21878","Iraqi Airways drops flights to United Kingdom and Sweden",0
"30923","Norwegian national assembly votes to allow same-sex marriage and adoption",0
"22749","Knight Foundation and Mozilla send geeks into newsrooms",0
"26718","Tourist plane crash in Papua New Guinea leaves thirteen dead",0
"3791","What ""Force Awakens"" Fan Art Should We Draw",1
"11304","24 Things You Can Sympathise With If You've Ever Been Broke In London",1
"31288","Depending on Context, Bird Couples Sing in Harmony or Discord",0
"16605","Posted deadlines for Christmas delivery",0
"31921","Workers at JLG in France Use Threat to Win Severance Pay",0
"20716","U.N. Anti-Racism Meeting Reaches Consensus",0
"23188","Christmas Island detention centre reopened",0
"11904","Can You Guess The Oscar Nominated Movie From This Short Clip",1
"8540","Can You Identify These Lush Bath Bombs",1
"21617","Wildfire affects Lolol, Chile area; yellow alert lifted",0
"10870","This Beautiful Dance Tells A Breakup Story In The Most Emotional Way",1
"28324","Feeling Secure, Some Banks Want to Be Left Alone",0
"23239","Grand Plans for Moon and Mars, Budget Permitting",0
"30973","Democrats Look for Ways to Undo Late Bush Administration Rules",0
"5751","21 Reasons Soup Is The Best Food Ever Invented",1
"25222","No breakthrough in the WTO trade talks",0
"1295","16 Exit Songs To Walkout Of Your Last Final To",1
"8108","23 Wonderfully Cozy Things You Need To Bake This Fall",1
"2795","This ""50 Shades"" Twitter Account Is The One Every Nerd Has Been Waiting For",1
"24939","Europeans Transfer Chad Mission to U.N.",0
"8290","23 Valentine's Day Gift Ideas You'll Wish You Thought Of First",1
"3697","Sonakshi Sinha's Knee Looks Like Satish Shah's Face",1
"18207","Two French journalists kidnapped by Somali gunmen",0
"2411","How Dad Is Your Dad",1
"12050","17 Beauty And Skincare Products You Should Steal From Bae",1
"2580","How To Cook Perfect Eggs",1
"19306","BBC's Mock The Week 'breached guidelines' with Olympian humour, say corporation's Trust",0
"14641","The First Trailer For The ""Independence Day"" Sequel Is Here",1
"29698","New Zealand policeman caught speeding discharged",0
"20296","$30 Million Paid So Far to Madoff Victims",0
"22481","Haze crisis over Malaysia prompts talks with Indonesia",0
"21801","Wells Fargo Sweating Stress Test",0
"596","Parents Are Irate Over A Children's Book Called ""Do You Want To Play With My Balls?""",1
"28152","One dead after apartment fire in Oxfordshire, England",0
"1160","This Man's Insane Makeup Art Will Straight Up Mesmerize You",1
"12874","What's The Funniest ""Yo Momma"" Joke You've Ever Heard",1
"18041","Five injured as Adam Air 737 overruns Batam island runway",0
"27125","Canada's Astral Media Inc. to aquire Standard Radio",0
"3734","Who Is Your Dad Actually",1
"30772","Mother, daughter accused of stealing of husband's $3.5 million lottery ticket",0
"27063","Soccer Groups in Dispute With WADA Over Testing",0
"26725","Conservative party wins minority government in Canada",0
"9686","19 Of The Most Influential Canadians As Youngsters",1
"4816","The Hardest Food Quiz You'll Ever Take",1
"6701","The 16 Craziest Celebrity Mug Shots Of All Time",1
"30524","Union Membership Up Sharply in 2008, Report Says",0
"16318","Facebook hired PR firm to discredit Google, reveals leaked correspondence",0
"7857","Which Fall Out Boy Song Are You Based On Your Zodiac Sign",1
"17643","Brazil spots unknown tribe of indigenous people in Amazon jungle",0
"29161","Letting Marbury  Go to Celtics Could Backfire on Knicks",0
"17283","Parajet Skycar expedition takes off from London to Timbuktu",0
"31971","Utility Rejects Requests as It Buys Land Tainted by Coal-Ash Spill",0
"25871","Financial Stocks Pull Down European Markets",0
"17277","Gibraltar police investigate suspicious death",0
"19908","Coors Light Uses Cold to Turn Up Heat on Rivals",0
"24313","Three Walks in the 10th Push the Mets Past the Braves",0
"20497","Israeli F-16 fighter jet crashes, pilot killed",0
"657","27 Totally Hilarious Family Photos",1
"19142","20 dead in Hyderabad, India flyover collapse",0
"6552","Which Of Kirk's Jobs From ""Gilmore Girls"" Should You Have",1
"30196","Flaming possum blamed for New Zealand fire",0
"982","This Week In History: 14-19 September",1
"15","Who Is Your Celebrity Ex Based On Your Zodiac",1
"9910","America Finally Got An Episode Of ""Bern Your Enthusiasm"" On ""SNL""",1
"13457","14 Of The Hottest Topics From 2015",1
"24671","Ghosts of a Faded Gilded Age Haunt a 19th-Century Chinese Banking Hub",0
"18710","Home Depot Raises Its Outlook for Year",0
"3178","Priyanka Chopra Just Became The First South-Asian Actress To Win A People's Choice Award",1
"4902","Here's How To Bake With Booze And Nail It",1
"7285","23 Gifts That Will Make All Makeup Lovers Swoon",1
"14452","The 30 Most Criminally Underrated Pop Songs Of 2015",1
"12893","16 Questions We Have About Kylie Jenner",1
"27250","California Sets Pace for Solar Power",0
"23011","Zimbabwean police raid MDC party's offices",0
"17052","President of Mexico Urges Action on Emissions",0
"28901","New Media Breaks in, but Tradition Lives On",0
"31637","MDC pulls out of Zimbabwe elections",0
"3911","17 Lohanthony Tweets That Will Speak To Your Soul",1
"26260","One Big Inning Puts Hughes on Winning Track",0
"15367","J.K. Rowling Has Some Important Opinions About Whether Snape Is A Hero",1
"10400","Can You Guess Which Makeup Product Is The Most Expensive",1
"30526","For Obama Trip, a Brief Speech and a Focus on Fund-Raising",0
"7815","Parseltongue Problems",1
"26073","Apple Inc. co-founder Steve Jobs dies aged 56",0
"11967","What Gift Should Every Runner Get For Christmas",1
"29406","Thanks to Contest, a Few Putts at Lunch Could Lead to the United States Open",0
"10066","Here's The Complete List Of David Bowie's 100 Favorite Books",1
"13578","19 Honest Confessions From An Ann Summers Worker",1
"9875","This Robot Nerd Can Do A Rubik's Cube In One Second",1
"29343","Skateboarding in Afghanistan Provides a Diversion From Desolation",0
"25129","Shea Rests in Pieces as Last Section Is Torn Down",0
"1304","16 Confessions Your Hairdresser Will Never Tell You",1
"2591","Should I Delete Photos Of My Ex From Instagram",1
"8233","19 Struggles Every Blogger Will Recognize",1
"15768","A Public Safety Reminder To Throw Out Old Singing Birthday Cards",1
"12289","9 Gross Things To Never Do In Front Of Your Man",1
"8887","15 Important Reminders For Anyone Who Wants To Lose Weight This Year",1
"9667","17 Hot Breakfasts For When You Need To Warm Up",1
"3823","23 Undeniable Signs Your Life Revolves Around Fandoms",1
"26134","Antigua Dismisses Regulator Charged in Stanford Case",0
"3386","Is This A Hoverboard",1
"29988","Violence Across Iraq Kills 13, Including a Sunni Politician",0
"5729","Do These Set Photos Prove That A ""Gilmore Girls"" Revival Is Really Happening",1
"14355","In Case You're Wondering, This Is What David Beckham Looks Like Dressed Up As Freddie Mercury",1
"2860","How To Get Your Green Card In America",1
"8123","A Man Shares His Chilling Story About Being At The Concert During The Paris Terror Attacks",1
"11379","61 Impossibly Tiny And Tasteful Tattoos",1
"7111","Jennifer Lawrence's New Movie Is Basically Just A Bunch Of GIFs Of Her In Search Of A Movie",1
"12335","The First Semester Of College, As Told By My Bar Mitzvah Pictures",1
"25379","Republicans seek to reduce ethics rules",0
"27376","Japan to request IAEA inspection of quake-damaged nuclear plant",0
"5357","Do You Belong With Chuck Bass Or Nate Archibald From ""Gossip Girl""",1
"15969","16 Struggles All Smokers Can Relate To",1
"16902","South Korean economy grew 0.2% in last quarter",0
"13276","Here Are 6 Unique Ways To Drink Coffee",1
"11787","Can You Guess Why One Direction's Niall Horan Is Laughing",1
"18322","Conference Industry Fights a Wave of Cancellations",0
"12657","A Melissa McCarthy And Kristen Bell Buddy Comedy Is On The Horizon",1
"22261","Singapore's Economy Stages Comeback in Second Quarter",0
"20443","Woman with world's longest fingernails loses them in car crash",0
"23046","Bush loses power to 'fast-track' trade deals",0
"1511","Helen Mirren Looked The Best She's Ever Looked Last Night",1
"11282","I Took My Clothes Off For An Audience As A Plus-Size Woman And It Ruled",1
"6767","You Won't Believe How Much Of This Mini Crossword You Can Finish",1
"25958","Iraq Leader Omits a Bit in Lauding U.S. Pullout",0
"261","The 20 Worst Times To Make Eye Contact",1
"2283","17 Times Pacey Witter Made Your Heart Flutter",1
"21402","Obama supports Middle East protesters in speech",0
"11593","Busta Rhymes Makes An Appearance On ""Master Of None"" And It's Perfect",1
"4233","39 Amazing Things That Will Make You Fall In Love With Portland, Maine",1
"30446","Threats Ratchet Up Tension in French Labor Disputes",0
"4731","13 Meet-Cute Stories That Actually Happened In Real Life",1
"26486","Mickelson Has No Time to Dwell on a Tough Loss",0
"14976","16 Excellent Alternatives To Netflix And Chill",1
"7546","This Word Association Test Can Determine Your Personality With Magazines",1
"20398","First couples celebrate same-sex marriage in New Zealand",0
"29970","What Is Facebook Actually Worth?",0
"31158","Deepening Slump Seen in European Output",0
"21029","Pitched Battle Between Bears and Bulls on Wall St.",0
"24732","Spacex cancels Falcon 1 launch until 2006",0
"6020","Here's The Real Reason Pirates Wore Eyepatches",1
"12063","23 Words Everyone Should Stop Saying Immediately",1
"27050","Harriet Miers withdraws from Supreme Court nomination",0
"16520","Security firm identifies United States as world's top spamming country",0
"2238","Instagram Caused An Outrage After Deleting A Post-Mastectomy Tattoo Account",1
"3639","11 Steamy Lyrics That Will Make See You Selena Gomez In A New Light",1
"12951","19 Reasons To Be Thankful For Your Dog",1
"25056","Coroner Adds to Questions in Italy Murder Case",0
"25122","DreamWorks and Disney Agree to Distribution Deal",0
"24893","BBC begins trial program allowing legal TV and radio downloads",0
"3489","Here's Why Science Says It's Totally Possible To Make Bread With Your Vaginal Yeast",1
"20086","From Web Designer to Utility Supervisor",0
"20129","Darling announces UK budget for 2009",0
"14317","11 Bad Sex Confessions",1
"28206","Juventus Looks for Early Goals Against Chelsea",0
"12368","This Man Has Been Growing His Fingernails For 62 Years And It's Crazy",1
"25452","Toxic Politics Shake Up British Parties",0
"3836","24 Things You've Definitely Seen If You Live In Virginia",1
"9643","OMFG, The Backstreet Boys And Spice Girls Might Be Touring Together",1
"10261","Oh My God, This Cake Changes Colors When You Turn It",1
"5960","We Know Your Favorite Pop Star Based On These Random Questions",1
"17378","Storm Sweeps Northeast From Texas; at Least 23 Are Dead",0
"30545","Discovery sheds light on flow of water in carbon nanotubes",0
"2461","21 Minimalist Products That Might Turn You On",1
"16835","German Adidas buys American Reebok",0
"24535","Comcast and NFL Network Continue to Haggle",0
"17064","Over 30 killed in a Baghdad restaurant bombing",0
"12017","10 Insanely Delicious Recipes That'll Take Your Brunch Game To The Next Level",1
"11419","Can We Guess If You Have Brothers Or Sisters",1
"26158","Air Berlin to code-share with American Airlines and Finnair by November",0
"6351","Ronda Rousey Beat The Crap Out Of A Guy On ""Ellen"" And It Was Awesome",1
"29515","Three dead infants found in Canadian home",0
"31798","Conservative Party launches manifesto",0
"29115","Stimulus Bill Would Bestow New Aid to Many Workers",0
"10354","Fried Fair Food Telephone - Feast Mode Hunger Squad",1
"12492","26 People Who Completely Failed At Cooking",1
"29215","Australian TV network sprung fabricating live crosses by rival",0
"4697","Tell Us The Craziest Thing You've Done To Impress Your Crush",1
"10523","A Definitive Ranking Of The Mario Brothers By Sexiness",1
"28723","Court Debates Strip Search of Student",0
"18550","Nepal plane crash kills 19",0
"16522","Jeff Gordon wins the 2011 Subway Fresh Fit 500",0
"31266","American soldiers accused of desecrating enemy bodies",0
"27934","Further arrest made in connection with shooting of Rhys Jones",0
"24413","Straight Talk, or Unhelpful Scolding?",0
"19665","English Club Is Accused of Helping Bitter Enemy",0
"12588","Can You Get A Perfect Score On This Ron And Hermione Quiz",1
"2773","Why ""What's Up?"" Is The Most Awkward Question In Existence",1
"1021","20 ""Game Of Thrones"" Questions That Are Impossible To Answer",1
"11145","You Assholes Love Pumpkin Spice So Much How About You Try The Real Thing",1
"23735","Three men arrested under suspicion of organising dog fights in southern Finland",0
"4195","Why Are You Going To Hell",1
"17529","Car bomb in Iraq leaves at least 30 dead",0
"2861","20 Times Amandla Stenberg Was The Most Carefree Black Girl Of 2015",1
"28632","China Disables Some Google Functions",0
"4914","The 16 Weirdest Misheard Lyrics Of 2015",1
"25990","Bobby Charlton launches anti-landmine campaign",0
"18522","30 civillians killed by roadside bomb in Afghanistan",0
"7897","Do You Know The First Roles Of These A-List Actors",1
"4985","Which Hollywood Couple Should Adopt You Based On Your First Initial",1
"2500","Dang, Two More Celeb Couples Have Filed For Divorce",1
"13004","27 Incredibly Unhappy Thoughts Everybody Has At A Spin Class",1
"30497","Wikimania 2007 Site Events warming up for main conference",0
"10975","19 Phil Dunphy Dad Jokes That Are Guaranteed To Make You Laugh",1
"31258","U.S. Cites Emergency in Asbestos-Poisoned Town",0
"2084","8 Things I Wish I'd Known About Money In My Twenties",1
"27227","Kangaroos escape in France",0
"12749","A Woman Made A Scarily Life-Like Prince George Out Of Cake",1
"5304","Which ""Scandal"" Character Are You Based On Your Zodiac",1
"13083","17 Jokes About Chelsea Guaranteed To Make You Laugh",1
"29012","Australian comedians ""could have been shot"" during APEC prank",0
"10072","Blake Lively's Lifestyle Brand Is Going To Heaven",1
"5246","23 Things Parents Said That Sounded Wildly Inappropriate Out Of Context",1
"29101","Gretzky May Gain if Coyotes Go Bankrupt",0
"5792","How Well Do You Remember The ""Sex And The City"" Finale",1
"22752","Hamid Karzai takes office as first elected president of Afghanistan",0
"27867","Gates Promises to Reduce Afghan Civilian Deaths",0
"2365","Are You A Proper Grown Up Yet",1
"18819","Australian rules football: 2010 Gippsland Football League round 10 - Leongatha v Wonthaggi",0
"21734","Researchers discover last common ancestor of apes and monkeys",0
"27758","Israel rejects U.S. call for freeze on West Bank settlements",0
"11698","24 Of The World's Most Insane Record Attempts",1
"16400","Croatian singer beaten in Belgrade",0
"10670","8 Things We Learned About Karlie Kloss From Her ""British Vogue"" Film",1
"27512","The Lake Wobegon Effect, in Actively Managed Funds",0
"25679","France banning Skype from universities",0
"17187","South Korean presidential candidate promises to legalise non-ActiveX technologies for banking",0
"13581","18 Times The Upgrade Meme Was Real AF",1
"29251","His Future Behind Him, Lewis Heads for Prison",0
"25962","Qatar Airways Increases Its Order for Airbus Jetliners",0
"10306","14 Texts You Only Receive When You Have Kids",1
"20755","Four US soldiers face disciplinary action for burning Taliban soldiers' bodies",0
"14580","21 Lisa Frank Products Every Girl Wanted In The '90s",1
"11332","17 Meatballs Having An Identity Crisis",1
"18670","President Bush nominates John Roberts as Chief Justice of the U.S.",0
"29959","Bus crash in Victoria, Australia injures twenty, some critical",0
"24008","Before Big Dinner, the First Lady Gives a Kitchen Tour",0
"26301","US says Zimbabwe government has “a long way to go” before sanctions are lifted",0
"16492","Soccer in the U.S. Is Still Waiting for Its Moment",0
"23572","Dissecting Bank Plan for a Way to Profit",0
"14105","21 Incredibly Easy Weeknight Meals That'll Take 20 Minutes Or Less",1
"15718","11 Other ""Harry Potter"" Names You've Been Pronouncing Wrong",1
"25494","US Court of Appeals upholds free licenses",0
"4577","Can You Pick The Right Celeb Best Friend",1
"7732","An Exhibition In France Is Celebrating Two Centuries Of Pioneering Women Photographers",1
"31344","Switzerland citizens vote Yes to freedom of circulation to new EU states",0
"7944","19 Things That Are Romantic In Films But Terrible In Real Life",1
"23996","Circus elephant escapes in Zurich, Switzerland",0
"18426","Sudan and Darfur Rebel Group Agree to Peace Talks",0
"21265","Houses, Decked Out for a Sale, Are Burglarized",0
"27964","UK newspapers face libel, privacy action over murder coverage",0
"796","This Is Why Mainland Europe Is Better At Christmas Than Everyone Else",1
"18545","At least 3 police officers killed in Pittsburgh shootings",0
"19011","Russians Strengthen Their Faith and a Tradition With an Icy Water Plunge",0
"14877","17 Gifts You Just Know Scully's Given Mulder On His Birthday",1
"12275","Brand Issues Apology For ""Rape Us Now"" Black Friday Ad",1
"5107","25 Gluten-Free Desserts That'll Make You Forget All About Flour",1
"21163","Perez Sets PGA Tour Record and Keeps Lead at Hope Classic",0
"210","15 Weird Things You Never Knew There Were Words For",1
"30839","Rob Broudie, top British lawyer, found dead",0
"15004","This New Video Of A Dwarf Planet Will Make You Feel Like A Fucking Astronaut",1
"16858","The Inner Beauty of a McNugget: A Cultural Scan",0
"236","This Is Why You Don't Fuck With A Crocodile",1
"29244","Bankers  Point to the Rules as the Problem",0
"1092","Serious Question: Is This Nicolas Cage Or Scrooge",1
"27581","100th British soldier killed in Iraq",0
"7028","How Much Do You Know About British Food",1
"10798","Adele Wrote A Lovely Letter About Why She's Been Away So Long",1
"30173","Myanmar Dissident Testifies at Trial",0
"12223","FYI: Beans From ""Even Stevens"" Is Working At A Mall Now",1
"14335","This 8-Picture Test Will Reveal A Deep Truth About You",1
"18582","U.S. Household Wealth Falls by Trillions",0
"3917","Let's Take A Moment To Appreciate David Bowie And Iman's Love Story",1
"23163","Foreign investment rises in Romania by 19 percent",0
"24395","Orlando Advances, Ousting Cavaliers",0
"3924","21 Tweets All Homebodies Will Appreciate",1
"12216","Are You Are A Major Or Minor Key",1
"859","Here's A Preview Of The New MAC Makeup Designed By A Bunch Of Badass Women",1
"28778","Workplace reform campaign most expensive in Australian history",0
"1036","14 Horror Movies That Would Actually Terrify Women",1
"9446","27 DIY Jewelry Projects That Are Actually Easy",1
"29255","Band manager Daniel Biechele shown parole support by families of victims of the Station nightclub fire",0
"21955","Farmers Lead a Bid to Create 2 Californias",0
"641","17 Books With LGBT Characters That Will Actually Change Your Life",1
"23659","Iraqis accept constitution",0
"1773","This Woman Is Extreme Knitting Giant Blankets And They Look So Cosy",1
"13955","We Know How Old You Feel And How Old You Actually Are Based On Your Chinese Zodiac",1
"331","Do You Remember Which Disney Star Sang These Lyrics",1
"12725","13 Recipes For People Who Think They Hate Slow Cookers",1
"25482","In Note, More Clues to Holocaust Museum Killing",0
"15565","People React To A Controversial Article On Consent",1
"31503","Philadelphia to become largest city in U.S. without Boy Scout building",0
"11490","7 Excellent Post-Christmas Sales To Shop This Week",1
"9254","24 Tweets About College That'll Actually Make You Laugh",1
"17549","Polish mine explosion kills 8",0
"30501","Liberty Takes Control Early in 93-81 Win Against Dream",0
"26559","Tonga: Four guilty over ferry disaster that killed 74",0
"22534","Premiers take on Australian PM on Shoot To Kill Laws",0
"2001","16 Moments You've Definitely Experienced If You've Had A Crush",1
"6209","25 Brilliant Ways To Eat More Apples This Fall",1
"3540","People Are Upset That Rey Is Missing From ""Star Wars: The Force Awakens"" Toy Sets",1
"22335","China Urges New Money Reserve to Replace Dollar",0
"8359","Which Of The Final Three Houseguests Should Win ""Big Brother""",1
"9816","Can You Identify These US Presidents",1
"23238","Sunshine Coast Council ratifies McDonald's development rejection",0
"12487","17 Photos That Prove Saskatoon Is Gorgeous As Heck",1
"5838","This Skydiver Got Caught On A Plane After Jumping Out",1
"12433","Teens Tried To Text Using T9 And Hated Life",1
"1204","We Know Your Favorite TV Show Based On Your Zodiac Sign",1
"25546","American journalist in Iran freed from prison",0
"1538","Natalie Dormer Auditioned For A Completely Different Role On ""Game Of Thrones""",1
"18097","Ten climbers killed in avalanche at Turkish ski resort",0
"18827","Australian art gallery raided by police; photographer faces possible indecency charge",0
"23951","Car bomb attack in Iraqi town, at least two dead and 45 injured",0
"1966","Wendy's And Burger King Got Into A Fight On Twitter",1
"12068","23 Little Things You Still Have Time To Do In 2015",1
"15773","7 Easy Dinners That Everybody Will Love",1
"25111","Bank of America attempts takeover of Merrill Lynch",0
"1141","If Introverts Posted Honest Captions On Their Instagrams",1
"26124","Armstrong Remains in Third as Tour de France Leaves Pyrenees",0
"31865","Wallace and Gromit sets destroyed by fire",0
"24858","Tariff Protests in Eastern Port Rattle Kremlin",0
"20808","Ipswich, England serial murders to be adapted into 'musical'",0
"13053","See Emma Stone As A Superhero In A Movie That's Not Happening",1
"24741","Moldovan parliament approves new government",0
"1148","Demi Lovato Just Signed A Modeling Contract With Wilhemina Models",1
"28855","Nigerian gunmen kidnap three-year-old British girl",0
"27476","German Economy Shrank in Last Quarter",0
"20376","Massive 7.5 earthquake strikes Indonesia",0
"15163","9 Helpful Things For A Bad Day",1
"25856","Scott Brown wins special election for Massachusetts's Senate seat in upset victory",0
"15078","13 Things Everyone In Germany Can Agree On",1
"24390","NFL: Cowboys cornerback Pacman Jones can't discuss police incident",0
"16149","Anti-tax tea parties held across the USA",0
"28837","Blu-ray prevails in high definition disc war",0
"28903","SpaceX scrubs Falcon I rocket launch",0
"1827","What Have You Had On A Pizza",1
"284","This Is The Hardest '90s Alt Rock Music Video Quiz You'll Ever Take",1
"25659","Australian Minister 'leaks' draft of anti-terror bill",0
"17245","Iraqi groups call for US pull-out",0
"17873","Ohio State gunman kills employee before committing suicide",0
"2186","Which Rejected Love Interest From ""The O.C."" Should Be Your Boyfriend",1
"23297","Injuries Force Meissner and Hughes to Pull Out of Nationals",0
"31561","British university falls short of Smurf gathering world record",0
"19451","Change at Union May Re-energize Hollywood Talks",0
"8996","How To Transfer All Of Your Playlists To Spotify",1
"17813","University study finds U.S. defense contract information in 'electronic waste' in Africa",0
"27064","Mexican police official, bodyguard shot dead at restaurant",0
"20887","Eight mountaineers missing on Mont Blanc in French Alps after avalanche",0
"233","Which Perpetually Miserable Disney Character Are You Really",1
"13609","8 Ways To Live Longer",1
"28658","Eight dead and two missing after cargo ship fire in Kaliningrad, Russia",0
"28735","Canada denies visa for Africa's top biosafety negotiator",0
"17616","Poison sue Capitol Records and EMI Music Marketing over royalties",0
"24582","Australian National Archives release Loans Affair documents",0
"28316","TEST PAGE:Self-publish today",0
"997","Which Gotham Girl Are You",1
"30729","Dominique de Villepin to replace resigning French PM",0
"9213","Why #DuragHistoryWeek Is More Than A Joke",1
"28873","Iraqi lawmakers delay vote on electoral law",0
"17701","Made Dizzy by the Zloty, Poland Looks to the Predictable Euro",0
"29790","Romanian coalition government collapses",0
"29439","2007 Twenty20 World Championship: England vs Zimbabwe",0
"30496","Baseball: Nationals get Soriano from Rangers for Wilkerson, Sledge, prospect",0
"26384","General Petraeus: 30,000 troops may be able to leave Iraq by next summer",0
"8713","22 Tweets About Procrastination That Will Make You Laugh Out Loud",1
"13817","How To Avoid An Internet Argument",1
"10169","Bacon Lovers Meet Tiny Piglets For The First Time",1
"3573","Women Discuss Whether Men And Women Can Actually Be Friends",1
"14075","23 Of The Most Gorgeous Pieces Of Miyazaki Fan Art",1
"27139","Truex Jr. beats Harvick in the Winn-Dixie 250",0
"21181","Death toll in Arizona helicopter collision at seven as only survivor dies",0
"11230","16 Models Who Are Gonna Blow Your Mind In 2016",1
"12601","32 Times Lady Gaga Had The Best Damn Year In 2015",1
"6861","Hat Vs. Hat",1
"10904","We Tried A Beauty Subscription Service Catering For Women Of Colour",1
"31623","A Hall of Fame Linebacker Turns 50, Pondering Life Lessons and Dance Lessons",0
"6739","I Pretended To Be Salad On Tinder And This Is What Happened",1
"540","21 Dogs Who Take Their Jobs Very Seriously",1
"8523","24 Heat-Activated Mugs You Never Knew You Needed",1
"24737","US Supreme Court allows 'light' cigarettes lawsuits",0
"15159","This Quiz Will Determine If Your Relationship Is Like Jim And Pam's Or Leslie And Ben's",1
"21144","Somali pirates threaten to kill British hostages in days",0
"180","15 Hits From 1996 That'll Make You Feel Old AF",1
"10005","Which Season Of ""Buffy The Vampire Slayer"" Is Your Soul",1
"24472","Blast in Iraq Kills 3 Americans",0
"9844","Can You Match ""The Great British Bake Off"" Innuendo To The Person Who Said It",1
"29419","Ash-triggered flight disruptions cost airlines $1.7 billion",0
"1431","What Type Of Show Should You Binge-Watch In 2016",1
"4331","How Well Do You Remember The Lyrics To ""Molly Smiles"" From ""Uptown Girls""",1
"30539","Hawthorn wins 2008 AFL Grand Final",0
